"","ttext","score","date","isretweet","retweetcount","favoritecount","duplicate"
"117","RT @FinancialXpress: Parcel trains in demand! Amazon partners with IndianRailways to ramp up the delivery on 55 routes 
 ","0","2020-04-28 10:45:43","TRUE","7","0",TRUE
"118","RT @FinancialXpress: Parcel trains in demand! Amazon partners with IndianRailways to ramp up the delivery on 55 routes 
 ","0","2020-04-28 10:30:38","TRUE","7","0",TRUE
"119","Parcel trains in demand! Amazon partners with IndianRailways to ramp up the delivery on 55 routes  ","0","2020-04-28 10:27:27","FALSE","7","13",FALSE
"120","RT @ExpressTechie: Want to get your groceries delivered faster during the lockdown? Here's how you can ensure that
 ","1","2020-04-28 10:17:00","TRUE","4","0",FALSE
"121","RT @ExpressTechie: Want to get your groceries delivered faster during the lockdown? Here's how you can ensure that
 ","1","2020-04-28 10:04:35","TRUE","4","0",TRUE
"122","RT @ExpressTechie: Want to get your groceries delivered faster during the lockdown? Here's how you can ensure that
 ","1","2020-04-28 09:52:26","TRUE","4","0",TRUE
"123","@AmazonHelp I have signed any delivery slip then how can that product delivered to me, i am using flipkart and Ama  ","0","2020-04-28 09:40:51","FALSE","0","0",FALSE
"124","RT @ExpressTechie: Want to get your groceries delivered faster during the lockdown? Here's how you can ensure that
 ","1","2020-04-28 09:40:02","TRUE","4","0",TRUE
"125","Want to get your groceries delivered faster during the lockdown? Here's how you can ensure that
 ","1","2020-04-28 09:39:54","FALSE","4","8",FALSE
"126","@AmazonHelp I had a call with Amazon executive, she said your delivery date is 6th April and you are calling in 28  ","0","2020-04-28 09:34:34","FALSE","0","0",FALSE
"127","RT @MappingSkills: 2 Days Workshop on "" Amazon Web Services (AWS)""
(Virtual Private Cloud &amp; Storage Services)
Amazon Web Services (AWS) is","-1","2020-04-28 08:56:30","TRUE","1","0",FALSE
"128","2 Days Workshop on "" Amazon Web Services (AWS)""
(Virtual Private Cloud &amp; Storage Services)
Amazon Web Services (AWS  ","-1","2020-04-28 08:55:12","FALSE","1","1",FALSE
"129","@amazonIN Your delivery partner ""Salman"" said I will drop the order in the middle of the street and go if you don't  ","0","2020-04-28 08:14:27","FALSE","0","0",FALSE
"130","@amazonIN 
IrresponsableAmazonDeliveryBoy  Amazon delivery boy called me &amp; told me cm to ths place Nd collect it o  ","0","2020-04-28 06:48:05","FALSE","0","0",FALSE
"131","Amazon India seeks delivery of all goods. 

Amazon India is urging the Govt to allow delivery of all types of goods.","0","2020-04-28 06:10:47","FALSE","0","0",FALSE
"132","@ndtv Its an essential. Maybe amazon and flipkart and other online delivery platforms can deliver it.","0","2020-04-27 15:06:32","FALSE","0","0",FALSE
"133","French court orders @amazon to pay up for every non-essential delivery
France
Amazon Covid_19 COVID19 
TheDepthNews","0","2020-04-27 11:47:35","FALSE","0","1",FALSE
"134","Other retailers with online  &amp; delivery capability need to up their game, get active .. 
How to avoid Amazon: the d  ","1","2020-04-27 11:42:41","FALSE","0","0",FALSE
"135","RT @dmgbnagar: We have allowed the supplies of milk, groceries through online and door delivery suppliers in the entire district. Vegetable","0","2020-04-27 11:02:49","TRUE","319","0",FALSE
"136"," ","0","2020-04-27 09:26:48","FALSE","0","1",TRUE
"137","RT @BiIndia: .@PaytmMall gears up for competition from JioMart and Amazon  set to onboard 10,000 kirana stores for hyperlocal grocery de","0","2020-04-27 06:43:13","TRUE","1","0",FALSE
"138",".@PaytmMall gears up for competition from JioMart and Amazon  set to onboard 10,000 kirana stores for hyperlocal  ","0","2020-04-27 06:37:50","FALSE","1","10",FALSE
"139","Ordering whiskey through Amazon or Zomato? A major beer industry group has lobbied for home delivery of liquor thro  ","0","2020-04-27 06:08:12","FALSE","0","2",FALSE
"140","Hey, @amazonIN @AskCiti Instead of the promised 15% on a single card transaction of 2500, my order was split by Am  ","0","2020-04-27 04:00:49","FALSE","0","0",FALSE
"141","I tried to order two pizza sauce pouches@200 each on amazon pantry today and this is the delivery charges they are  ","0","2020-04-27 03:31:30","FALSE","0","0",FALSE
