"","ttext","score","date","isretweet","retweetcount","favoritecount","duplicate"
"431","@foxyknoxy99 @AirbusRed Well guess it's delivery to my father's and collect when I next get to visit (two trips alr  ","1","2020-05-05 09:54:10","FALSE","0","0",FALSE
"432","if there is a delay like I now expect can I be refunded the 6.99 DPD? Which states next day delivery? I could of or  ","1","2020-05-05 09:48:55","FALSE","0","0",FALSE
"433","@Corinacakes @amazon @JeffBezos @washingtonpost When just about everyone is stepping up and easing fees, @amazon ha  ","1","2020-05-05 09:46:56","FALSE","0","10",FALSE
"434","Amazon be the only company telling you good lies. It will be shipped within 3-7 days Next day its in your area for delivery ","0","2020-05-05 09:45:03","FALSE","0","0",FALSE
"435","An amazon delivery driver caught the china aids.  ","0","2020-05-05 09:43:58","FALSE","0","0",FALSE
"436","RT @sm_telecomm: Amazon to suspend delivery service competing with UPS, FedEx... ","0","2020-05-05 09:42:50","TRUE","1","0",FALSE
"437","@susaneisenberg1 @amazon I wonder if this is Amazon being cheap or rather their delivery guy not wanting to wear one ?","0","2020-05-05 09:42:42","FALSE","0","0",FALSE
"438","@Activ8rlives  - What's your delivery times at the moment please?  Is it better to order direct or through Amazon?  ","1","2020-05-05 09:42:09","FALSE","0","0",FALSE
"439","robbbyrob: Lodge P12SG3 12"" Square Cast Iron Griddle $38.95 + Delivery ($0 with Prime/ $39 Spend) @ Amazon AU  ","0","2020-05-05 09:42:00","FALSE","0","0",FALSE
"440","@shop offsets delivery emissions by protecting trees in the Amazon rainforest. Shopbetter  ","0","2020-05-05 09:40:13","FALSE","0","0",TRUE
"441","AliG: Polar BPA Free Insulated Cycling Water Bottle 24oz 710ml (2 Pack) - $34.99 + Delivery ($0 with Prime/ $39 Spe  ","1","2020-05-05 09:39:53","FALSE","0","0",FALSE
"442","@AmazonUK good morning - I want to send a gift to friends in the USA. Can I add a delivery address to my account for Amazon to send direct?","1","2020-05-05 09:39:19","FALSE","0","0",FALSE
"443","RT @sree_mukh: Funny thing. @suchandragraphy &amp; I ordered the same stuff from @PUPKART through @amazon. Mine got delivered. Her did not. Sel","-1","2020-05-05 09:39:11","TRUE","1","0",FALSE
"444","Amazon has now become more like Ebay with Chinese suppliers on the site with unreliable shipping or delivery. It'  ","0","2020-05-05 09:38:05","FALSE","0","0",FALSE
"445","Anker via Amazon. 
 
Anker 7-in-1 USB C Hub, with 4K HDMI, 100W Power Delivery, USB C Data Port, microSD and SD Car  ","0","2020-05-05 09:37:04","FALSE","0","0",TRUE
"446","Funny thing. @suchandragraphy &amp; I ordered the same stuff from @PUPKART through @amazon. Mine got delivered. Her did  ","-1","2020-05-05 09:36:37","FALSE","1","0",FALSE
"447","@CareyBerryBee @Instacart @amazon I wait a couple days but its better than the no delivery window I constantly get from PrimeNow.","1","2020-05-05 09:33:39","FALSE","0","0",FALSE
"448","10 day count down to the release of my next book Ten Times Happier. Whatever life throws at you, you can get your l  ","1","2020-05-05 09:31:58","FALSE","2","10",FALSE
"449","AD
This Nella the Princess Knight figure set is 6.75 at Amazon!
&gt;&gt;&gt;  ","0","2020-05-05 09:30:17","FALSE","0","0",FALSE
"450","RT @verge: Amazon gets approval for UK food delivery investment as pandemic hammers industry  ","1","2020-05-05 09:25:26","TRUE","15","0",FALSE
"451","RT @secretofferzone: Harpa Women's Plain Regular Fit Top
Shop Now:  ","0","2020-05-05 09:23:19","TRUE","2","0",FALSE
"452","RT @secretofferzone: Harpa Women's Plain Regular Fit Top
Shop Now:  ","0","2020-05-05 09:22:36","TRUE","2","0",TRUE
"453","@haamfish @nolkeD I mean this is exactly what I do by having Amazon Prime I guess  I only ever compare sites that  ","0","2020-05-05 09:20:44","FALSE","0","0",FALSE
"454","@Khari_Niicole Hey there. Sorry about that. Estimated delivery times for some items may be longer than usual at the  ","-1","2020-05-05 09:19:53","FALSE","0","0",FALSE
"455","@amazonIN My last 3 orders have been cancelled on the day of delivery without me getting any call by the delivery p  ","0","2020-05-05 09:19:46","FALSE","0","0",FALSE
"456","@ayushrampuria @rv9241 @NishantLakkar @BMTheEquityDesk Even with lockdown , there are alternatives that could have  ","0","2020-05-05 09:17:00","FALSE","0","0",FALSE
"457","Harpa Women's Plain Regular Fit Top
Shop Now:  ","0","2020-05-05 09:16:57","FALSE","2","0",FALSE
"458","If you're complaining about the potential privacy issues with the NHSApp by either tweeting about it, posting on F  ","-2","2020-05-05 09:16:45","FALSE","0","1",FALSE
"459","RT @GENmag: Dining out may no longer be the main alternative to cooking at home, as many restaurants vanish.  

The winners will be compani","1","2020-05-05 09:14:49","TRUE","99","0",TRUE
"460","Jesus Christ. Amazon must be shitting me. Expected delivery for all of my packages were for the beginning of next w  ","0","2020-05-05 09:12:02","FALSE","0","0",FALSE
"461","RT @dinahpowers: I realize in the grand scheme of things this isnt a big deal BUT...the amazon delivery guy totally just cop-knocked on my","1","2020-05-05 09:11:37","TRUE","0","0",FALSE
"462","RT @WSJ: Dont wait for a delayed Amazon delivery. Small businesses around the country are turning around orders, fast.","0","2020-05-05 09:11:04","TRUE","133","0",TRUE
"463","Amazon Prime doesnt feel like Amazon Prime anymore. My stuff has such late delivery dates for it to be prime","1","2020-05-05 09:10:42","FALSE","1","2",FALSE
"464","Can we discuss why this DPD driver will take over 5 hours to get to my house when I can walk to his current locatio  ","0","2020-05-05 09:10:33","FALSE","0","0",FALSE
"465","Benefits of using Anglia Freight
&gt;Full coverage around the UK and Europe
&gt;Same day collection
&gt;Next day delivery &amp;  ","1","2020-05-05 09:06:00","FALSE","0","1",FALSE
"466","Now this really is taking the p*** at work   ","1","2020-05-05 09:05:37","FALSE","0","0",FALSE
"467","@AmazonHelp When it was clearly informed that both the orders are different. Your seller is misleading the delivery  ","0","2020-05-05 09:02:05","FALSE","0","0",FALSE
"468","Amazon Now Makes Deliveries to Your Car's Trunk  ","0","2020-05-05 09:00:26","FALSE","0","0",FALSE
"469","Amazon delivery driver sneaks a hopscotch  ","0","2020-05-05 09:00:06","FALSE","0","0",FALSE
"470","@lxwenna_x Bluetooth disc drive from @amazon. About a tenner, I have one. If you have Prime next day delivery.","0","2020-05-05 08:59:00","FALSE","0","1",FALSE
"471","@NitishModi14 To ensure Social Distancing, we've suspended the option to Pay On Delivery for all orders. Kindly vis  ","1","2020-05-05 08:58:09","FALSE","0","0",FALSE
"472","RT @The_Apple_killr: Never thought something can be delivered faster than amazon prime's one day delivery ! Corona proved me wrong","0","2020-05-05 08:55:53","TRUE","2","0",FALSE
"473","@varinder_bansal Delivery of non essential goods is not allowed by Amazon in some areas but home delivery of liquor  ","0","2020-05-05 08:55:21","FALSE","0","0",FALSE
"474","@TheEuroCurl I literally search same day delivery items on Amazon because of this","0","2020-05-05 08:55:06","FALSE","0","1",FALSE
"475","Anker via Amazon. 
 
Anker 7-in-1 USB C Hub, with 4K HDMI, 100W Power Delivery, USB C Data Port, microSD and SD Car  ","0","2020-05-05 08:52:04","FALSE","0","0",TRUE
"476","@StephanieTelfer If someone is taking up too much space, literally just say excuse me? Is that not the normal human  ","-1","2020-05-05 08:50:25","FALSE","0","1",FALSE
"477","What was the last thing you got on amazon before the prime delivery slowdown? Mine was two Funkopop Prince figures for my sisters bday","0","2020-05-05 08:46:40","FALSE","0","0",FALSE
"478","RT @Sifill_LDF: Now desperately needed bailout funds for the post office are being held hostage to Trumps demand that the USPS charge Amaz","-2","2020-05-05 08:46:04","TRUE","233","0",TRUE
"479","@UnitedByApple The red circle is my local Amazon facility. Was really hoping for drone delivery when it opened!  ","0","2020-05-05 08:43:16","FALSE","0","0",FALSE
"480","RT @DBLTAPesports: No one: 

Amazon Prime Delivery Drivers:  ","0","2020-05-05 08:40:18","TRUE","9112","0",TRUE
"481","RT @GENmag: Dining out may no longer be the main alternative to cooking at home, as many restaurants vanish.  

The winners will be compani","1","2020-05-05 08:37:46","TRUE","99","0",TRUE
"482","@Family4Explore Did they say if it had a long delivery date? Some of the gifts Ive sent are from third parties and  ","0","2020-05-05 08:35:36","FALSE","0","1",FALSE
"483","Amazon Delivery Person Playfully Jumps the Chalk Hopscotch Squares Drawn on Customer's Walkway  ","1","2020-05-05 08:34:24","FALSE","0","0",FALSE
"484","@_vgnsh @npueu When is Amazon allowing delivery of cash once someone places order on website","0","2020-05-05 08:34:06","FALSE","0","1",FALSE
"485","@DocVonDoom_ When amazon fuck up a delivery (or make up some shit )just call customer service, and they will shoot  ","-2","2020-05-05 08:33:10","FALSE","0","0",FALSE
"486","amazon's new inaccurate delivery times???","-1","2020-05-05 08:31:28","FALSE","0","0",FALSE
"487","@rjginnie Online order kyo nahi karte..Liquor should be only home delivery through Swiggy, ZOMATO, Amazon, Flipkart  ","0","2020-05-05 08:31:27","FALSE","0","0",FALSE
"488","RT @DBLTAPesports: No one: 

Amazon Prime Delivery Drivers:  ","0","2020-05-05 08:27:37","TRUE","9112","0",TRUE
"489","RT @rishibagree: Home Delivery model can be worked Partnering with Swiggy, Amazon and Zomato platform","1","2020-05-05 08:27:33","TRUE","76","0",TRUE
"490","I really like this definition from @richbarcellos: ""I define means of grace as the delivery systems God has institu  ","2","2020-05-05 08:27:13","FALSE","0","0",FALSE
"491","@kkkhari @Pedigree_India @amazonIN That's excellent Hari... Yes Amazon and Flipkart also refused delivery to Pet Food.","0","2020-05-05 08:25:50","FALSE","0","0",FALSE
"492","Why am I paying for @amazon Prime and having to wait 5 days for prime delivery...","0","2020-05-05 08:21:36","FALSE","0","1",FALSE
"493","RT @GENmag: Dining out may no longer be the main alternative to cooking at home, as many restaurants vanish.  

The winners will be compani","1","2020-05-05 08:20:57","TRUE","99","0",TRUE
"494","RT @GENmag: Dining out may no longer be the main alternative to cooking at home, as many restaurants vanish.  

The winners will be compani","1","2020-05-05 08:19:40","TRUE","99","0",TRUE
"495","@SaketGokhale Why not home delivery as per order, like Amazon and Flipkart","1","2020-05-05 08:18:26","FALSE","0","0",FALSE
"496","At one side e commerce site like Amazon &amp;Flipkart r providing essentials at reasonable rate, keeping inventory upda  ","2","2020-05-05 08:17:22","FALSE","0","0",FALSE
"497","@Wattloewe Sorry to hear that you have been waiting for your iPhone for so long. Were temporarily experiencing lon  ","-1","2020-05-05 08:14:18","FALSE","0","0",FALSE
"498","RT @rishibagree: Home Delivery model can be worked Partnering with Swiggy, Amazon and Zomato platform","1","2020-05-05 08:14:10","TRUE","76","0",TRUE
"499","@AmazonHelp Parcel is still in Ranchi I have confirmed with your Amazon Delivery Agent today, But Not Delivering it  ","0","2020-05-05 08:13:34","FALSE","0","0",FALSE
"500","@amazon Why is amazon prime taking 15 days? I thought my membership is paid for next day delivery? Tried to order t  ","0","2020-05-05 08:12:08","FALSE","0","0",FALSE
"501","RT @GENmag: Dining out may no longer be the main alternative to cooking at home, as many restaurants vanish.  

The winners will be compani","1","2020-05-05 08:11:29","TRUE","99","0",TRUE
"502","@amazon Yall keep playing me with my delivery due date! Had me fucking waiting like this  ","0","2020-05-05 08:07:55","FALSE","0","0",FALSE
"503","Amazon Prime Airs First Customer Delivery  ","0","2020-05-05 08:06:36","FALSE","0","0",FALSE
"504","RT @DBLTAPesports: No one: 

Amazon Prime Delivery Drivers:  ","0","2020-05-05 08:06:04","TRUE","9112","0",TRUE
"505","Please stay safe, follow Government instructions to fight Covid-19.
Home delivery now partially resumed. India, buy  ","1","2020-05-05 08:06:03","FALSE","0","1",FALSE
"506","@sanjayips89 @vishal40217 Allow purchase ONLY through home delivery/online purchase? Will ensure revenue, prevent c  ","0","2020-05-05 08:05:05","FALSE","0","0",FALSE
"507","@UAP1949 @neiltyson Nah, that's my Amazon Drone Delivery","0","2020-05-05 08:03:29","FALSE","0","0",FALSE
"508","@rachaellsp Is that the same before and after Amazon delivery face?","0","2020-05-05 08:02:55","FALSE","0","0",FALSE
"509","RT @DBLTAPesports: No one: 

Amazon Prime Delivery Drivers:  ","0","2020-05-05 08:02:29","TRUE","9112","0",TRUE
"510","Good morning Sussex. Have a great day! ^Rodger

Delivery Station Liaison, @AmazonUK Littlehampton. Info/apply:  ","2","2020-05-05 08:00:57","FALSE","0","0",FALSE
"511","RT @InumaTechnology: RwOT
When you want to look your best and be your best, it's important to pick the right tool for the job.

Wahl Color","4","2020-05-05 07:58:23","TRUE","2","0",FALSE
"512","@realmecareIN  hi realme am ordered 50 days before realme x2 in @flipkartsupport @Flipkart still I didn't get the d  ","0","2020-05-05 07:58:00","FALSE","0","0",TRUE
"513","Run out of coffee pods and Amazon delivery doesnt arrive til some time tomorrow! This is it, this is the point whe  ","0","2020-05-05 07:57:59","FALSE","0","0",FALSE
"514","RT @Kuldeep78328755: @narendramodi kindly pass an order to deliver liquor item via 
@Zomato 
@swiggy_in 
@Flipkart 
@amazon
And other onlin","1","2020-05-05 07:57:15","TRUE","1","0",FALSE
"515","China will be the death of me.  Got these in from Amazon after waiting 10 days for prime delivery.  They broke the  ","-2","2020-05-05 07:55:45","FALSE","0","1",FALSE
"516","RT @1CHILL_MONGER: Shout out to everyone waiting for Amazon packages right now, my prayers are with you. As i am praying for protection ove","2","2020-05-05 07:50:54","TRUE","1","0",FALSE
"517","@amazonIN ordered some medical gear from Bengaluru and it has reached Bengaluru facility on 28th April with deliver  ","0","2020-05-05 07:49:56","FALSE","0","0",FALSE
"518","RT @InumaTechnology: RwOT
When you want to look your best and be your best, it's important to pick the right tool for the job.

Wahl Color","4","2020-05-05 07:48:36","TRUE","2","0",TRUE
"519","@Bernard_Kroger ""Fresh for everyone."" 

Who paid for that shit?! You know what? Free delivery. Prime! Amazon ease o  ","2","2020-05-05 07:46:31","FALSE","0","0",FALSE
"520","Why cant @USPS be like @amazon and take pictures upon delivery?....no more shopping on @Etsy ","1","2020-05-05 07:36:20","FALSE","0","0",FALSE
"521","@narendramodi kindly pass an order to deliver liquor item via 
@Zomato 
@swiggy_in 
@Flipkart 
@amazon
And other on  ","1","2020-05-05 07:32:17","FALSE","1","1",FALSE
"522","Amazon ki delivery pe vishwas nahi rakhenge. PM CARES fund returns dega, ispe vishwas rakhenge. Sanghi parents ","0","2020-05-05 07:31:04","FALSE","0","2",FALSE
"523","Amazon warehouse n delivery workers risking their lives in the midst of a pandemiclife 2 deliver essential goods  ","0","2020-05-05 07:26:45","FALSE","0","0",FALSE
"524","RT @RJStoneAuthor: Milk Manor series: Parts I-IV by RJ Stone!  Lynn couldnt pay her hospital delivery debt.  The doctor let her pay in mil","-1","2020-05-05 07:23:54","TRUE","109","0",TRUE
"525","Shout out to everyone waiting for Amazon packages right now, my prayers are with you. As i am praying for protectio  ","1","2020-05-05 07:13:51","FALSE","1","3",FALSE
"526","@AshishXL Ghar PE Bhejo...home delivery of liquor to be allowed I think Amazon will jump into delivery of liquor","0","2020-05-05 07:08:31","FALSE","0","0",FALSE
"527","Hey there Mr @RealMattLucas  - do you know when your Baked Potato book will be ready for delivery..? I thought the  ","1","2020-05-05 07:07:47","FALSE","0","0",FALSE
"528","RT @GENmag: Dining out may no longer be the main alternative to cooking at home, as many restaurants vanish.  

The winners will be compani","1","2020-05-05 07:06:03","TRUE","99","0",TRUE
"529","RT @JeffBezos: Amazon partners with thousands of kirana stores all over India as delivery points. Its good for customers, and it helps the","1","2020-05-05 07:05:26","TRUE","2142","0",TRUE
"530","I believe CV19 has accelerated the pace of the ""online sales marketplace"" be it digital or physical goods.

The Ama  ","0","2020-05-05 07:04:27","FALSE","0","0",FALSE
"531","@ndtv Can we use Amazon for door delivery atleast for a short period...?","0","2020-05-05 07:01:34","FALSE","0","0",FALSE
"532","Amazon, Flipkart Permitted To Sell Non Essential Items; Delivery Restricted In Worst-HitZones  ","-1","2020-05-05 07:00:46","FALSE","0","0",FALSE
"533","@_pallavighosh @gpsinghassam @KrSanjayKrishna @CMOfficeAssam @ParimalSuklaba1 @himantabiswa why not home delivery i  ","0","2020-05-05 07:00:04","FALSE","0","1",FALSE
"534","RT @FrenchLowe: How can Amazon say my parcel was handed to resident, when we were in, no card, no delivery?  @amazonhelp","0","2020-05-05 06:58:25","TRUE","1","0",FALSE
"535","How can Amazon say my parcel was handed to resident, when we were in, no card, no delivery?  @amazonhelp","0","2020-05-05 06:58:20","FALSE","1","0",FALSE
"536","RT @latimes: When about two dozen Amazon delivery drivers reported for their shifts, their manager passed around a sleeve of disinfecting w","0","2020-05-05 06:57:17","TRUE","73","0",FALSE
"537","@amazonIN if u r expecting doorstep delivery of heavy groceries from amazon,dont expect that.These guys r not givi  ","0","2020-05-05 06:56:29","FALSE","0","0",FALSE
"538","bought TheFifthVital snd cant wait to read it, amazon better be quick with this delivery @mikemajlak","1","2020-05-05 06:55:14","FALSE","0","0",FALSE
"539","Home &amp; Kitchen store: Shop for Home products online at best prices in India. Choose from a wide range of Kitchen pr  ","1","2020-05-05 06:53:02","FALSE","0","0",FALSE
"540"," ","0","2020-05-05 06:52:37","FALSE","0","0",FALSE
"541","lemme gone &amp; lie about how much i make so i can get free delivery 'nshit from Amazon Fresh   ","1","2020-05-05 06:49:32","FALSE","0","1",FALSE
"542","My amazon prime delivery is really Saturday...","0","2020-05-05 06:49:10","FALSE","0","0",FALSE
"543","RT @SAURABHPAL143: @amazon @AmazonHelp
@amazonIN Is delivery services available at Pincode 230502 ?","1","2020-05-05 06:43:48","TRUE","1","0",FALSE
"544","@amazon @AmazonHelp
@amazonIN Is delivery services available at Pincode 230502 ?","1","2020-05-05 06:43:33","FALSE","1","0",FALSE
"545","Amazon keep pushing my delivery date back &amp; im using prime ","0","2020-05-05 06:42:08","FALSE","0","1",FALSE
"546","BJP-INDIA: There are some media people who r defaming you everyday. Now regarding wine shops are attracting many co  ","0","2020-05-05 06:38:30","FALSE","0","1",FALSE
"547","RT @GENmag: Dining out may no longer be the main alternative to cooking at home, as many restaurants vanish.  

The winners will be compani","1","2020-05-05 06:36:10","TRUE","99","0",TRUE
"548","@amazonIN  I am scared to order from Amazon as the delivery person was not wearing mask or Handgloves","-1","2020-05-05 06:36:06","FALSE","0","0",FALSE
"549","People can buy liquor in redzones but we are unable to get groceries on amazon as it keeps saying delivery to  ","-1","2020-05-05 06:35:35","FALSE","0","0",FALSE
"550","RT @GENmag: Dining out may no longer be the main alternative to cooking at home, as many restaurants vanish.  

The winners will be compani","1","2020-05-05 06:31:23","TRUE","99","0",TRUE
"551","@AmazonHelp Why are you not trying to understand the problem. I was able to place the order before 1st May and plac  ","-1","2020-05-05 06:27:55","FALSE","0","0",FALSE
"552","RT @susaneisenberg1: When I asked an @amazon delivery guy why he wasnt wearing a mask or gloves, he said he wasnt given gloves, and that","0","2020-05-05 06:27:18","TRUE","8","0",FALSE
"553","RT @GENmag: Dining out may no longer be the main alternative to cooking at home, as many restaurants vanish.  

The winners will be compani","1","2020-05-05 06:22:30","TRUE","99","0",TRUE
"554","@TataCLiQCare If you're still waiting on getting clarity for delivery for to Noida/Delhi NCR then your app should n  ","1","2020-05-05 06:21:19","FALSE","0","0",FALSE
"555","AMAZON IT IS 2 AM WHAT DO YOU MEAN ITS OUT FOR DELIVERY  ","0","2020-05-05 06:20:38","FALSE","0","5",FALSE
"556","@AmazonHelp Yeah, I want essential items only. Amazon forgot to unlock my area pincode for delivery because of that  ","0","2020-05-05 06:19:13","FALSE","0","0",FALSE
"557","@benshephard if you try and buy face masks on Amazon many are for mid June delivery earliest and the cost there and  ","0","2020-05-05 06:17:48","FALSE","0","0",FALSE
"558","RT @bishnuda1: @AmazonIn_In @amazonIN @AmazonHelp @_amazonofficial @amazon Dear Sir, Can you please arrange to delivery below items at PIN","0","2020-05-05 06:16:46","TRUE","1","0",FALSE
"559","RT @GENmag: Dining out may no longer be the main alternative to cooking at home, as many restaurants vanish.  

The winners will be compani","1","2020-05-05 06:15:47","TRUE","99","0",TRUE
"560","@amazon thanks for the delivery this morning but could u possibly use a few less bags next time  ","0","2020-05-05 06:13:59","FALSE","0","0",FALSE
"561","@AmazonIn_In @amazonIN @AmazonHelp @_amazonofficial @amazon Dear Sir, Can you please arrange to delivery below item  ","0","2020-05-05 06:13:56","FALSE","1","0",FALSE
"562","Hey everyone, we missed you all!

The wait is finally over. Starting today, you will be able to purchase your favou  ","-1","2020-05-05 06:11:54","FALSE","0","0",FALSE
"563","@Amazon.  So why is Amazon charging same fees for Prime Membership based on 2 day delivery for Prime products but a  ","0","2020-05-05 06:11:24","FALSE","0","0",FALSE
"564","@Ach_Balkrishna @yogrishiramdev should seriously consider Amazon like delivery company  and sponsor/donate or cre  ","1","2020-05-05 06:09:41","FALSE","0","0",FALSE
"565","@marilynphan @RealErinCruz @GavinNewsom Does Gav not realize that all of this was open for curbside, or Amazon deli  ","0","2020-05-05 06:07:30","FALSE","0","0",FALSE
"566","@alissapeyrani_ We're sorry to hear about any trouble! Just for clarification, could you tell us who the carrier wa  ","-2","2020-05-05 06:02:27","FALSE","0","0",FALSE
"567","@souzamom25 @my_hive_away @MsJadeDreamer I get a little sick of everyone trying to impose their will on me. You guy  ","-2","2020-05-05 06:01:28","FALSE","0","0",FALSE
"568","Forget Amazon. If you want a super quick delivery of your book orders, buy local &amp; pick up curbside.  ","1","2020-05-05 06:01:18","FALSE","0","0",FALSE
"569","If liquor sell from shops can be allowed, why can't eCommerce non essentials allowed ?

Amazon says Delivery not av  ","0","2020-05-05 06:00:54","FALSE","0","3",FALSE
"570","If you live in Florida &amp; get snap EBT benefits, you get extra again this month. Also amazon &amp; walmart delivery  ","1","2020-05-05 05:56:15","FALSE","0","1",FALSE
"571","Hmmmm Interesting ..Could it still be Amazon with the NDA with $UAVS     ","1","2020-05-05 05:55:00","FALSE","0","3",FALSE
"572","RT @GENmag: Dining out may no longer be the main alternative to cooking at home, as many restaurants vanish.  

The winners will be compani","1","2020-05-05 05:51:56","TRUE","99","0",TRUE
"573","Amazon, Flipkart, Snapdeal, Paytm Starts Taking Orders for Non-EssentialProducts  ","0","2020-05-05 05:50:53","FALSE","0","0",FALSE
"574","@krazielplays I doubt that warranty will cover you unless there's something internal going on with the system at th  ","-1","2020-05-05 05:50:40","FALSE","0","0",FALSE
"575","@dinofacebbjjong We're terribly sorry for the delay. To confirm, have you been provided an updated delivery date? Y  ","-3","2020-05-05 05:50:33","FALSE","0","0",FALSE
"576","today, i had penne and macaroni salad for brunch. right, the Amazon Fresh delivery isn't coming until day after tom  ","2","2020-05-05 05:48:29","FALSE","0","9",FALSE
"577","@Minely_ I'm sorry to hear of this, has the expected delivery date passed yet:  ","-1","2020-05-05 05:45:39","FALSE","0","0",FALSE
"578","RT @GENmag: Dining out may no longer be the main alternative to cooking at home, as many restaurants vanish.  

The winners will be compani","1","2020-05-05 05:44:20","TRUE","99","0",TRUE
"579","RT @faisalislam: So breakdown of 122k is:

39,753 pillar 1 tests at PHE labs
39,153 pillar 2 in person tests at other labs
40,369 hom","-1","2020-05-05 05:44:00","TRUE","72","0",FALSE
"580","@_Kashhhhhh Hi, I'm sorry to hear about the delivery issues. When was the order Hi Bonnie, sorry to hear about the  ","-3","2020-05-05 05:43:56","FALSE","0","0",FALSE
"581","@RepNinja5 @LEVII0SA wait but what about all the other bits? I remember I used my brothers account once but he only  ","0","2020-05-05 05:42:49","FALSE","0","0",FALSE
"582","I check my amazon orders every 2 hours hoping it says Out for delivery","0","2020-05-05 05:41:26","FALSE","0","1",FALSE
"583","Thank You Very Much To Every Delivery Companies To Delivery In This Crucial COVID- 19 Situation &amp; 
Thank U to Onlin  ","2","2020-05-05 05:37:41","FALSE","0","0",FALSE
"584","@pokimanelol Artificial sand indoors that you ordered from amazons non-contact delivery service and a beach chair  ","0","2020-05-05 05:36:41","FALSE","0","0",FALSE
"585","Dear @GovChristie - Get a job as an essential employee &amp; go home to your family every night. Grocery stores, Amazon  ","0","2020-05-05 05:36:12","FALSE","0","0",FALSE
"586","@zaak_will Hi, we would like to help. Have we missed the delivery date on a recent order you placed? To check, plea  ","-1","2020-05-05 05:34:48","FALSE","0","0",FALSE
"587","RT @usatodaytech: Many items touted in Mother's Day sales by retailers won't be available for Sunday delivery. What to do? If Amazon is sol","0","2020-05-05 05:32:53","TRUE","1","0",FALSE
"588","Instead of putting shoppers into Whole Foods, why doesnt Amazon just put WF inside of a warehouse and let me pick  ","0","2020-05-05 05:32:22","FALSE","0","0",FALSE
"589","@CMOTamilNadu Sir,  instead of opening liquor shops, can be delivered home with a premium price. Helps not only in  ","0","2020-05-05 05:30:28","FALSE","0","0",FALSE
"590","Disano Choco Peanut Butter Creamy Bottle, 2 X 350 g

at 257

 ","0","2020-05-05 05:30:09","FALSE","0","0",FALSE
"591","I may have a problem. Seeing that amazon delivery is somewhat back to normal, I really wanna order more stuff. ","-1","2020-05-05 05:26:57","FALSE","0","0",FALSE
"592","RT @DasLalit: ROG zones are changing as such placement of order and delivery will be uncertain. Suggested that anyone can place order but d","-1","2020-05-05 05:26:19","TRUE","1","0",FALSE
"593","RT @arav_im: Amazon Worst performer Amazon Delivery Shameful I have waited for seven days...Shame on you AmazonPrime AmazonIndia  ","-2","2020-05-05 05:21:39","TRUE","2","0",FALSE
"594","@AmazonHelp No help,
Is ordering from Amazon was a mistake,
I waited for a month to get this order delivery than wh  ","0","2020-05-05 05:18:57","FALSE","0","0",FALSE
"595","Ordered Lysol wipes off amazon that shit said estimated delivery date June 1st ","-1","2020-05-05 05:12:50","FALSE","0","0",FALSE
"596","@yogiec22 Hi, sorry to hear this. Have we missed the delivery date provided to you during checkout? To check, pleas  ","-3","2020-05-05 05:12:35","FALSE","0","0",FALSE
"597","RT @GENmag: Dining out may no longer be the main alternative to cooking at home, as many restaurants vanish.  

The winners will be compani","1","2020-05-05 05:08:42","TRUE","99","0",TRUE
"598","RT @GENmag: Dining out may no longer be the main alternative to cooking at home, as many restaurants vanish.  

The winners will be compani","1","2020-05-05 05:08:22","TRUE","99","0",TRUE
"599","See I just gave @amazon a good review for their speedy delivery and updates. 

Now I feel like Ive been betrayed B  ","3","2020-05-05 05:01:29","FALSE","0","0",FALSE
"600","RT @sujeetpillai: Let Amazon and flipkart sell liquor. This lining up is stupid. Home delivery of essential and non essential can help us o","-1","2020-05-05 05:00:41","TRUE","1","0",FALSE
"601","@nichole_amber_ Okay good to know! Ive been ordering mostly through amazon but the delivery time was like weeks aw  ","2","2020-05-05 04:51:38","FALSE","0","1",FALSE
"602","Hey, @amazonIN @amazon 
My orders of redmi note 9 pro has cancelled without any confirmation from my side,i was rea  ","0","2020-05-05 04:51:07","FALSE","0","0",FALSE
"603","@TajinderBagga Sir, when Amazon is not allowed to deliver a book to me? You will allow home delivery of alcohol! Ky  ","0","2020-05-05 04:49:18","FALSE","0","0",FALSE
"604","@AmazonHelp It's not about delivery by courier boy Social distancing but asking for packed goods inside packet ????  ","0","2020-05-05 04:47:37","FALSE","0","0",FALSE
"605","@ArvindKejriwal Sir would suggest for Home delivery of Liquor.. Area wise distribution to be done may be with suppo  ","1","2020-05-05 04:47:31","FALSE","0","1",FALSE
"606","RT @jointcouncil10: THE MORNING READ
""Some workers for grocery and delivery companies, including Instacart Inc. and Amazon, staged strikes","0","2020-05-05 04:46:45","TRUE","2","0",FALSE
"607","RT @TheChanimal93: i am against colonizing mars because i order too much on amazon and unless they extend prime delivery to interplanetary,","0","2020-05-05 04:42:03","TRUE","1","0",FALSE
"608","New York brooklyn is like a ghost town.its feeling very strange here. Freeways empty, airport empty, bank hair salo  ","0","2020-05-05 04:41:55","FALSE","0","0",FALSE
"609","@doriskeke60 I just order for the sake of enjoying free delivery fm Amazon jp...","2","2020-05-05 04:41:43","FALSE","0","0",FALSE
"610","i am against colonizing mars because i order too much on amazon and unless they extend prime delivery to interplane  ","0","2020-05-05 04:39:08","FALSE","1","1",FALSE
"611","CAN YALL STOP ORDERINF FROM AMAZON PLEASE!  DAMN US delivery drivers is tired as hell lol","-3","2020-05-05 04:38:41","FALSE","0","1",FALSE
